x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,gesto
0.0,0.0,0.0,-0.30306017428971244,-0.05113887510886084,-0.07221143356759005,-0.5567239451848792,-0.3305685674298312,-0.09020101640547531,-0.7357453328381277,-0.575297287180068,-0.10938825858266404,-0.9153245914335432,-0.6671820661600528,-0.12393116819087176,-0.4693669229558251,-0.8194145790753938,0.008249528873998815,-0.632108637004645,-1.1352310658162614,-0.030456888919887418,-0.7226865621988934,-1.3394375509905414,-0.07560388856246322,-0.7928855123397336,-1.513453564926323,-0.11430639883321117,-0.31631949847454033,-0.9485954804831386,-0.010420618589053734,-0.41209456043553244,-1.3448368691725674,-0.03552532478294899,-0.4620047195036935,-1.6095743864091023,-0.07014160743315104,-0.5068896448441912,-1.8169128928635974,-0.09884163679472634,-0.14353903763214917,-0.9827341868635466,-0.04869642351776583,-0.193121669319032,-1.3724243767795357,-0.0967507399220102,-0.22065089919116046,-1.628431140517017,-0.14703067976404535,-0.24762046746446464,-1.8312262626715745,-0.18122000271757238,0.04042586469041167,-0.9520713078415146,-0.09683913324608272,0.12362595888352111,-1.2691018597958876,-0.14423953439655227,0.18492111297744568,-1.494048055946495,-0.1782568729175145,0.22923693507492712,-1.69856172013095,-0.20298256526414815,open
0.0,0.0,0.0,-0.2796989469391382,-0.09205411999455856,-0.09663514307392448,-0.5046041000953534,-0.3387193679453392,-0.14586017850011376,-0.6827250534611886,-0.5706323633788781,-0.19324644585734374,-0.869485693487546,-0.6208803451308182,-0.24012098893072048,-0.42094754595929956,-0.8683647698010714,-0.04997863327836884,-0.5351554380830021,-1.2083860292543736,-0.09669203704266953,-0.5907030769517967,-1.4252068548150332,-0.14929052119226122,-0.6317449234758645,-1.6182004782294155,-0.19795687271173637,-0.2571637923584915,-0.9642499914339322,-0.06394323982611896,-0.31726166298747915,-1.3709312140129968,-0.10247703065102305,-0.3410258237234734,-1.6302856652443096,-0.1518955196337199,-0.3615123132770226,-1.8430753763302177,-0.19616370821235748,-0.08387890669469437,-0.9548195750383097,-0.09448473387143543,-0.09233939342541274,-1.34278187831314,-0.15089749455381216,-0.1033379297448911,-1.5872329624675714,-0.22031640332530383,-0.12162805495700198,-1.7856627724520533,-0.2745813765082004,0.09294304807684274,-0.8716035473664648,-0.13515410771629552,0.20960718461955638,-1.1274033309319087,-0.1877283938484602,0.2890163789843999,-1.3101634731531357,-0.23399715276451474,0.3523502949825417,-1.4767091557168897,-0.2730539984517934,open
0.0,0.0,0.0,-0.27307911265703166,-0.07929176601113415,-0.10018106633839681,-0.504706816783472,-0.3231264103991037,-0.14780826683506376,-0.6882411220408822,-0.5510544553822248,-0.19321550683576982,-0.875445610688136,-0.59849739851351,-0.23732285254573054,-0.43595172847571323,-0.8556704542642234,-0.051626136844774295,-0.5618700677465596,-1.1857488929117919,-0.09943004493561083,-0.6224076595676725,-1.3982680808915495,-0.15052384494660032,-0.6692090981869621,-1.586869593670565,-0.19786383767972185,-0.2746769516613999,-0.9594262819124624,-0.06366931601351694,-0.3414954106326623,-1.3594743726605507,-0.10581825898242936,-0.3709465708417417,-1.6120065343179972,-0.1531678923665155,-0.39984022339458897,-1.8149256683068204,-0.19516594728068162,-0.10433404066504137,-0.9589210349479755,-0.09321974215157555,-0.12149887499433469,-1.3416065506525021,-0.1538516891597638,-0.13857347373476658,-1.580839451257803,-0.2208658431737536,-0.1638540860762878,-1.77447562164661,-0.2723157482616276,0.07062137366816867,-0.8851655568542514,-0.1333761784353782,0.18475058696218394,-1.1399271162216746,-0.18759387711832326,0.26527979212077074,-1.3207869941414767,-0.23391740843863873,0.3284512143061461,-1.4833755215631617,-0.2729086765510626,open
0.0,0.0,0.0,-0.28449890639298103,-0.07501793394669114,-0.08884452853552438,-0.5217349181539348,-0.3656544812145145,-0.11899870938653645,-0.695478093278589,-0.6137967263721397,-0.14677635527468638,-0.8773695157715684,-0.6832974133055794,-0.1718036569053654,-0.44330418049021464,-0.8441704119501372,-0.025349956763032786,-0.5789976795648675,-1.1704085911790993,-0.06832120219286184,-0.6519770854694346,-1.3851806333450807,-0.11863715561185015,-0.7090700226667135,-1.5819203274193858,-0.16720986092776977,-0.29127734043435755,-0.955773734338862,-0.04067037862417543,-0.38288653907413095,-1.3414628829209028,-0.0791594325940696,-0.4306563564340014,-1.595439839274961,-0.12868565401500162,-0.4725226149432549,-1.8128632811009595,-0.1725831175346434,-0.12217169229727123,-0.9655952346951686,-0.07360052637525408,-0.16811016205584892,-1.3524218995191153,-0.13356658614663205,-0.19648177036242676,-1.5994133688866214,-0.19913153796190583,-0.22586645915075568,-1.805871291835957,-0.24879554234446893,0.06253942412150801,-0.9052658202729651,-0.11638492891348724,0.1553736010231319,-1.1958485643740002,-0.17281109570434278,0.22824680304633743,-1.3992018406066078,-0.21797912515129675,0.28736143885916215,-1.5857124307127057,-0.2556116672891199,open
0.0,0.0,0.0,-0.26368318423663695,-0.1149568460564016,-0.058717769772413116,-0.4809506100453731,-0.39691282871843475,-0.07868277459523698,-0.6213291487012161,-0.6433384009268697,-0.10612603678922838,-0.7746715647604403,-0.7394220216155257,-0.1322419208478768,-0.4275590986386711,-0.8573854561764778,0.014114895175019121,-0.5455595553523038,-1.1732754429340315,-0.029097651104505795,-0.6073303211950744,-1.3513870709469544,-0.07869768436255213,-0.6600899507477508,-1.4997718588915558,-0.12001767750840263,-0.2762053010663007,-0.9610449784242341,-0.010157810218614087,-0.34364936385483924,-1.3312099977359246,-0.04124966819075881,-0.3776454426875614,-1.5547770351034498,-0.08552668834799713,-0.4170960258945697,-1.7260607203862444,-0.12532217953287053,-0.10474068045085552,-0.9701922337568912,-0.052464483747952234,-0.1313548760734887,-1.3359026251787272,-0.10446365862524558,-0.15028906273023493,-1.5721983240171877,-0.1667316399814281,-0.17063259644730325,-1.7573179950067392,-0.21298213833963203,0.0780535539710617,-0.9131630870777641,-0.10254059440122124,0.17463238074707957,-1.1780635485600635,-0.14717519235901727,0.2449516451524592,-1.3561935484683016,-0.18695704380342928,0.29870836756906494,-1.513363442718209,-0.22076467152814502,open
0.0,0.0,0.0,-0.2188228731515337,-0.13860791519037166,-0.025181101492184048,-0.3399908904062082,-0.4553553657150509,-0.022104065464773448,-0.4045585179691632,-0.6668340785142125,-0.031570738797097736,-0.5259621059188889,-0.7084799107984968,-0.04360591895752197,-0.1970517501140746,-0.9403448976082929,0.05162459628387121,-0.21559876062104036,-1.2562532146511922,0.031072844532082127,-0.23141719340278316,-1.4705295036927664,-0.006984885174706688,-0.2469575412516105,-1.6476469549315338,-0.04501042700788731,-0.08043554412975286,-0.996719125493669,0.00900600442405874,-0.08423603821293059,-1.4042637459567575,-0.014709471182045727,-0.08741101543572835,-1.6779756364872944,-0.057467537021296186,-0.09383937728722108,-1.8938873297772045,-0.0953779533692976,0.04137750471743608,-0.9709408612988231,-0.04761503118997355,0.0848859484884786,-1.3774100806303615,-0.09245101579707186,0.11121515538876227,-1.6420939682072135,-0.15825357089282543,0.12851914715423757,-1.8487919201108025,-0.20832727366807394,0.170254886597284,-0.8881492617411989,-0.10987575496762904,0.29791712792440495,-1.1724695000509486,-0.1529898094870086,0.3825985202028317,-1.3674502492172582,-0.193906888493148,0.4504519407889191,-1.5407117984726808,-0.23076509923384378,open
0.0,0.0,0.0,-0.21370452174003005,-0.12538576722733732,-0.022755525413611394,-0.3212136050601316,-0.45036185359997655,-0.013579553105247059,-0.373167762189834,-0.6609126302353069,-0.01674941044043228,-0.48369345577554446,-0.6985043172823688,-0.021781742831477668,-0.17595717774574046,-0.9432066555727135,0.058183183325687254,-0.18407342305358845,-1.2623682247679056,0.044189875332205926,-0.19403867342564424,-1.4778611985263113,0.012434658724474315,-0.20571899977230232,-1.6564153895494815,-0.02122131548744019,-0.07211226608726588,-0.997283731250418,0.014999348752645513,-0.07339278490942482,-1.409492891643416,-0.004533463740871152,-0.07510750468963986,-1.6836101186271424,-0.042097917222535745,-0.08232400297529774,-1.902939305936216,-0.07482435348247414,0.0384868035422178,-0.9721029252382611,-0.042294082933007085,0.09052751590802165,-1.395598104791233,-0.08543075375157748,0.11994845990598653,-1.6686944786611047,-0.14944827420158838,0.13812612807044744,-1.8857821346912225,-0.19698796958614806,0.15710772696692857,-0.8931866339657714,-0.10496411445051887,0.2843485545630569,-1.1976516227430838,-0.14949651627891158,0.36794524008399415,-1.4026304505786833,-0.19046812073550123,0.43347930822755176,-1.5856267418052317,-0.22611801408047733,open
0.0,0.0,0.0,-0.2440836931468079,-0.10564764592886058,-0.05613699903888974,-0.41258025979190344,-0.4130431730775657,-0.06738324053707488,-0.5111779755754423,-0.6392449058976809,-0.08533965260397924,-0.648497191728057,-0.6513063296454574,-0.10517955739208325,-0.2974935446324489,-0.9035782412296867,0.009806241060704662,-0.3493732496191303,-1.2120874336233818,-0.017943528373028168,-0.3771652828918439,-1.4135602402312295,-0.05943138136704354,-0.4064976636401769,-1.5866683518421552,-0.10093426925957834,-0.1627309042854524,-0.9864882619418225,-0.018962115953689917,-0.19596814854756728,-1.3825257034119849,-0.050651110555814456,-0.21456171493573023,-1.638761925580875,-0.09222132709279017,-0.24031777397028783,-1.8427473382673594,-0.12898466864803604,-0.01779929723996735,-0.9815597831839089,-0.06348956182259434,0.006391439514045311,-1.3792803858029268,-0.11747469123119891,0.02248963595654854,-1.6369830863061074,-0.18502964785654766,0.023408427371556042,-1.8401819685163447,-0.23357994313131902,0.13755911498302628,-0.9109672659094905,-0.11575511215597105,0.2619526384343141,-1.2023521843118399,-0.16590177233853629,0.34638506697346083,-1.3932465781235464,-0.2112730233752424,0.40522676265150076,-1.5646497196010336,-0.24974405019456744,open
0.0,0.0,0.0,-0.2953499453945762,-0.08228332403786613,-0.0729042299445741,-0.5488844070299053,-0.32201305498463667,-0.11030369291646286,-0.7425634150138043,-0.5314747207672382,-0.14880453692977622,-0.918864232389657,-0.5838138290778531,-0.18614793879436964,-0.496348543512193,-0.8257801220397658,-0.03682371698561128,-0.6331200911171061,-1.1431870301704872,-0.08067963862392431,-0.7030667525088249,-1.3487943689018114,-0.12300453564844013,-0.7541097219975431,-1.5099328076064211,-0.15905134709903054,-0.3259355608647387,-0.9436861430643357,-0.056766834966784946,-0.40236402797727966,-1.3268337458150927,-0.08666167662370522,-0.44187958787503123,-1.5676858336776793,-0.11960829668261384,-0.478033264544919,-1.740169377713572,-0.14847912428941268,-0.12984102144003237,-0.9598841729669108,-0.09233831677687694,-0.15401263948108412,-1.3366029568040299,-0.1443047458066277,-0.17036814765675978,-1.5705763936975805,-0.19862890248753043,-0.18561315610424103,-1.7439722001061175,-0.23734273586521265,0.07328964722681043,-0.902225633859513,-0.13541850159982413,0.1861348723595956,-1.1824324685127319,-0.1875921998272592,0.2681595614924635,-1.3708954255544248,-0.22460068245867923,0.3314839835974656,-1.528520801888994,-0.2513761574283109,open
0.0,0.0,0.0,-0.29922867845521256,0.013704735886797567,-0.09103374453950579,-0.5920095288219737,-0.17237375556767834,-0.12953299442902363,-0.8300954835950373,-0.328825084893209,-0.16470329318229032,-1.0167491064702563,-0.28732130514746446,-0.19697516280566765,-0.6886551868698707,-0.6576764146426943,-0.04793983149735081,-0.9225675943811789,-0.9461762778673178,-0.09528304691252991,-1.051026324032725,-1.132776385840286,-0.14424178829145967,-1.1524063081073452,-1.2965775051508277,-0.1875092018751795,-0.5461638656660133,-0.8354287254435036,-0.061350440459707715,-0.7196232971241853,-1.2041509127872903,-0.08837459468519941,-0.8106367680075938,-1.4302638821119154,-0.12727031106079004,-0.8841272864918776,-1.6058698557603759,-0.16075947811705074,-0.3512439332155077,-0.916426913126336,-0.08993844468071957,-0.4683915398878333,-1.29226678750744,-0.1376223178177706,-0.5280856705262924,-1.50154819236547,-0.19224086240868718,-0.5765771432556102,-1.6636643098878954,-0.23230546804109495,-0.13082199694405366,-0.9201692656009892,-0.12830931519026847,-0.08214722029668049,-1.2241925512371843,-0.18177343210654937,-0.03773354211129758,-1.431746306415649,-0.21880069540494937,0.0034926162641488595,-1.6088986762050164,-0.24381619545457284,open
